PM2.5,PM10,SO2,NO2,O3,TEMP,PRES,DEWP,RAIN,WSPM,CO
77,84,2,25,244,31.8,996.3,20.4,0,3.3,800
73,77,2,21,234,32.9,995.6,20.8,0,3.5,800
67,82,2,21,246,32.7,995.7,20.9,0,2.6,800
75,82,2,26,247,32.7,995.2,21.2,0,2.6,800
81,105,2,34,248,32,995.7,22.4,0.1,1.3,1000
74,74,2,37,212,32.1,995.7,20,0,1.8,900
51,69,2,54,148,30.8,995.5,18.9,0,0.8,800
48,93,2,74,98,29,997,23.7,0,2.2,1000
111,201,2,60,159,29.2,996.9,23.2,0,2.6,1600
102,102,4,43,140,29.2,996.8,18.9,0,1.8,1200
63,73,2,42,109,26.5,996.9,19.6,0,0.6,800
57,72,2,40,93,26.4,996.9,19,0,1.1,800
48,83,4,43,79,26.9,997.3,17.7,0,0.9,600
44,82,4,41,76,26.7,997.5,17.5,0,1.1,600
45,91,3,45,48,25.4,998,19.3,0,1.4,700
73,127,2,92,8,24.8,998.2,20.7,0,0.9,900
115,131,3,58,40,25.1,998.7,21.2,0,0.8,1100
129,129,4,43,58,25.9,998.7,21.8,0,0.9,1100
129,129,5,47,77,26.4,999.5,21.8,0,1.2,1100
80,80,5,35,92,26.8,1000.1,18.4,0,1.7,900
60,71,4,41,71,27.2,1000.5,18.5,0,2,800
61,110,3,46,73,27.3,1000.8,21.6,0,2.1,800
124,140,12,46,104,27.8,1000.4,20.6,0,2.5,1800
125,125,17,39,116,28.2,1000.1,19.2,0,1.5,2200
97,97,16,36,135,29.5,999.3,19.5,0,1.3,2300
81,81,16,28,165,30.4,998.1,16,0,1.1,1900
50,50,11,21,184,31.4,997.9,13.6,0,1,1400
48,57,9,26,188,31.5,997.8,15,0,1.7,1300
72,89,11,40,205,30.6,997.8,17.7,0,1.9,1700
84,97,10,35,207,30,998.1,17.5,0,2,1400
96,104,6,40,198,29.1,998.4,18.5,0,2.8,1100
81,81,5,38,172,26.6,1000.2,15,0,4.1,900
43,92,2,20,112,22.9,1000,16,0,2,700
32,46,2,38,84,23.7,1000,16,0,1.3,800
42,44,2,54,63,23.5,1000.3,16.3,0,0.7,900
49,61,2,75,38,21.6,1001,16.8,0,1.2,1100
48,64,2,85,24,21.1,1001.6,16.9,0,1.4,1100
49,79,2,99,2,20.4,1001.8,17.8,0,1.6,1100
53,67,2,93,2,19.1,1002.1,17.2,0,1.3,1100
37,37,2,87,2,18.4,1002.7,16.7,0,0.3,800
29,29,2,76,4,21.5,1003.1,17.5,0,0.3,700
13,13,2,55,21,25.4,1003.2,7.5,0,1,400
13,18,2,42,39,27.1,1003.3,6.5,0,1.7,400
17,29,2,29,58,28.7,1003,5.5,0,2,300
14,19,2,19,75,30.2,1002.5,6.1,0,1.9,300
11,12,2,11,86,31.4,1002,6.4,0,2.9,300
10,17,2,11,93,31.8,1001.3,4.5,0,3.9,300
12,12,2,11,101,32.9,1000.3,4.6,0,3.7,300
13,18,2,12,105,33.5,999.9,5.1,0,4.1,300
8,20,2,14,100,34,999.1,5.5,0,3.3,300
3,14,2,13,96,32.1,999.6,7,0,3.6,200
9,35,2,17,88,32.7,999.2,6.8,0,1.2,300
10,21,2,17,86,32.7,999.2,5.3,0,3.3,300
7,17,2,20,81,31.6,1000,1.8,0,3.6,300
13,34,2,22,83,29.4,1001.1,5.5,0,2.1,300
8,34,2,30,74,28,1002.3,4.9,0,1.9,300
6,23,2,25,82,27.7,1002.8,4,0,2.2,300
8,17,2,27,77,27,1003.2,4.7,0,2.6,300
3,13,2,23,78,26.7,1003.2,5,0,2.2,200
8,14,2,31,64,25.9,1002.9,4.9,0,2.2,300
11,15,2,28,64,25.8,1002.8,5.4,0,2.2,200
4,11,2,22,69,25.9,1002.8,4.9,0,2,200
8,14,2,31,52,25.2,1003,5.4,0,1.3,200
6,19,2,30,49,22.8,1003.6,6.1,0,1.1,200
11,30,2,43,37,22.2,1004.2,10.3,0,1.4,300
16,34,2,43,36,25,1004.9,8.9,0,1.8,300
12,39,2,43,41,29,1004.8,8.1,0,0.9,400
8,22,2,20,71,30.9,1004.5,7.4,0,1.8,300
10,26,2,14,84,32.3,1004,7.9,0,3.2,300
10,26,2,10,98,33.9,1003.6,8.5,0,2,300
14,23,2,8,107,34.4,1002.8,6.7,0,3.5,300
24,24,2,7,107,35.6,1002,8.4,0,2.1,300
23,23,2,7,115,37,1001.3,7.9,0,2.3,300
21,21,2,5,119,37.3,1000.8,9,0,2.6,300
20,22,2,6,123,37.3,1000.3,6.3,0,2.2,300
24,32,2,5,125,37.1,1000.2,6.2,0,1.3,300
26,38,2,15,119,34.7,1000.5,9.2,0,3.8,300
24,76,2,31,158,33.8,1001,9.8,0,1.5,600
27,51,2,54,115,32.5,1001.3,10.5,0,1.3,600
34,66,2,71,76,31.4,1001.7,10.7,0,1.2,600
38,73,2,72,65,31.9,1001.9,8.2,0,2.1,600
39,68,2,60,75,29.8,1001.9,9.3,0,1.1,500
36,73,3,64,63,27.3,1001.9,10.9,0,0.9,500
35,83,3,76,42,24.9,1002.1,11.8,0,0.6,600
43,98,3,104,14,23.1,1002,13,0,1,700
54,113,3,118,2,22.4,1002.5,14.5,0,0.2,800
52,104,3,107,2,21.7,1002.4,15.3,0,0.9,700
52,90,2,92,2,21.9,1002.6,15.5,0,1,700
52,72,2,72,8,23.5,1002.6,14.2,0,1.5,600
41,55,2,46,34,25.7,1003,14.5,0,1.2,500
40,57,2,51,48,27.2,1002.8,13.9,0,1.9,500
38,72,3,47,70,29.7,1002.6,13.5,0,1.9,500
38,66,2,40,97,31.9,1002.3,13.6,0,1.1,500
42,111,4,43,144,33,1001.8,13.1,0,1.7,600
51,84,7,48,195,34.1,1001.2,13.5,0,2.4,700
60,89,8,35,257,36,1000.4,10.9,0,3.4,600
40,51,3,17,242,36.9,999.5,7.8,0,4,400
35,49,2,14,185,36,999.2,6.2,0,4.5,400
33,71,3,15,190,35.7,999.1,7.7,0,5,400
36,86,5,17,194,35.5,998.9,7.5,0,4.1,400
45,82,8,23,178,34.3,998.7,7.4,0,3.8,500
48,82,13,31,186,33.6,999,6.8,0,3,600
41,76,10,42,147,32.8,999.1,8.3,0,2.3,600
50,89,10,50,136,32.3,999.6,8.5,0,2.5,700
41,79,6,51,119,31.7,1000.1,9.3,0,1.9,700
40,74,6,51,107,31.1,999.7,9.9,0,1.8,600
43,83,6,49,101,30.5,999.3,9.9,0,2.3,600
48,85,9,47,102,29.8,999.1,10.4,0,3.5,600
52,89,11,40,112,29,998.9,11.1,0,3,600
54,90,11,36,124,28.5,998.5,11.5,0,2.4,600
56,86,11,36,113,27.4,998.3,12.2,0,1.2,600
55,90,11,35,117,26.8,998.3,12.8,0,1.2,700
67,112,14,51,100,26.5,998.6,13.3,0,1.5,800
75,113,16,48,95,27.7,999.3,15,0,1.1,800
66,100,13,68,72,26.3,1000,13.1,0,3.4,800
53,94,8,60,75,23.7,999.7,15.2,0,2,800
55,82,3,50,82,23.6,999.8,17.3,0.2,1.4,800
62,78,8,57,91,26.4,999.3,15.7,0.1,1.5,900
73,77,10,44,143,30,998.2,14.5,0,1.9,900
61,69,10,30,191,29.5,997.8,15.6,0,3.2,800
96,121,12,37,180,28.9,997.7,15.8,0,3.1,1000
71,90,10,34,174,27.6,998.9,18,2.7,3.7,900
78,88,2,33,141,25,998.8,19.4,0.5,1.4,800
73,73,2,50,119,25.8,998.2,18,0,2.8,900
81,81,5,45,149,26.3,998.4,17.6,0,1.6,900
73,73,4,46,138,25.8,999.1,16.4,0,2.1,900
44,44,3,31,138,25,999.8,15.3,0,3.1,600
41,62,2,29,143,22.8,1001.2,16.8,0,1.1,600
41,41,2,26,144,22.3,1000.9,17.2,0,0.8,700
47,47,2,42,106,21.7,1000.5,17.5,0,1.9,700
50,53,2,51,77,21.5,1001,17.9,0,1.6,700
61,61,2,48,63,21.2,1001,17.8,0,1.1,600
61,61,2,46,66,20.8,1000.4,18.4,0.7,2.3,700
79,79,2,37,68,20.1,1000,18.8,4,2.9,700
79,79,2,28,81,20.1,1001.3,18.8,1.6,1.6,700
70,70,2,23,83,19.9,1000.6,18.2,2.6,1.1,600
68,68,2,21,98,19.2,1001,17.7,0.3,1.6,600
43,43,2,29,87,18.9,1001.8,16.7,0.1,1.3,600
35,35,2,39,78,20.8,1001.4,16.6,0,1.4,600
28,28,2,45,78,21.1,1001.8,16.7,0,1.3,600
32,32,2,44,82,21.7,1002.5,16.9,0,1.4,700
46,46,2,31,96,21.9,1002.5,17.3,0,2.1,700
58,58,2,39,90,22.1,1002.1,17.9,0,1.2,800
63,63,2,44,78,22.1,1001.6,18.3,0,1.7,900
80,80,2,39,79,21.5,1001.6,19.1,0,1.5,1000
77,77,2,45,71,21.3,1001.2,19.4,0.1,0.8,1000
93,93,2,42,82,21.7,1001.5,19.1,0,1.8,1000
98,98,2,33,91,22.1,1000.9,18.5,0,1.2,900
113,113,2,39,85,22.1,1001.2,18.9,0,0.9,1000
112,112,2,43,85,21.8,1001.7,19.2,0.2,1.2,1000
122,122,2,55,71,21.9,1001.7,18.9,0,1.3,1100
127,127,2,47,61,21.2,1002.2,19.3,0.2,0.8,1100
126,126,2,62,28,21.1,1001.8,19.9,0.6,1,1200
117,117,2,63,19,20.9,1001.2,19.9,0,1.3,1200
94,94,2,40,43,21,1000.8,20,0.1,1.3,1000
95,95,2,49,24,21,1000.7,20,0,1.2,1100
89,89,2,42,25,21,1000.8,20,0,1.1,900
92,92,2,26,43,21.1,1000,19.9,0,0.9,800
95,95,2,25,36,21.1,999.8,19.9,0,1.4,800
102,102,2,40,26,21,999.9,20.2,0,1.2,800
100,100,2,47,15,21.2,1000.1,20.2,0,0.8,900
108,108,2,46,15,21.3,1000.7,20.1,0,0.6,900
108,108,2,50,14,21.8,1001.1,20.1,0,0.8,1000
120,120,2,44,37,23.2,1001,20,0,1,1000
119,119,2,33,70,25.2,1001,20,0,1.3,900
113,113,2,26,108,26.1,1000.8,19.2,0,1.5,900
121,121,2,34,121,27.3,1000.4,19.4,0,0.9,900
125,125,2,33,154,27.8,999.6,19.1,0,1.5,900
125,125,2,31,190,28.7,999.1,19.6,0,2.4,900
108,108,2,22,199,29.3,998.9,19.9,0,2.4,800
102,102,2,21,190,28.4,999.4,19.9,0,2,800
112,112,2,34,180,28.2,999.5,20.2,0,1.4,900
114,114,2,36,163,26.7,1000.1,20.8,0.4,3.2,900
120,120,2,34,117,25.5,999,21.8,1.4,1.5,1000
125,125,2,48,90,24,999.6,22.1,0,1.1,1100
135,135,2,56,72,23.2,1000.1,21.8,0,0.7,1300
147,147,2,74,50,23.4,1000.5,21.1,0,1.3,1400
130,130,2,56,55,22.6,1001,20.9,0,0.3,1100
110,110,2,58,44,21.6,1000.4,19.7,0,1.1,900
91,91,2,69,25,21.8,1000.5,20.1,0,0.7,900
78,78,2,92,5,21.9,1000.1,17.9,0,2.3,1000
42,42,2,54,40,21.5,1000.7,17.9,0,0.7,600
48,48,2,38,45,20.9,1000.3,17.9,0,0.7,600
53,53,2,45,30,21.6,1000.2,18.4,0,1.2,600
54,54,2,42,38,20.9,1000.1,18.7,1.1,1.1,700
52,52,2,59,14,21.3,1000.3,19.6,0,0.8,800
55,55,2,65,14,22.7,999.7,19.1,0,2.2,900
70,70,2,52,43,25.5,1000.1,19.9,0,1.4,800
78,78,2,29,101,26.9,1000,20.5,0,1.6,700
69,69,2,37,115,28.3,999.7,19.8,0,1.4,800
63,63,2,34,143,29.7,999.6,19.1,0,1.8,700
49,49,2,24,173,30.9,998.6,17.2,0,1.5,700
44,44,2,21,205,31.5,997,18.5,0,2.1,700
35,35,2,19,212,32.6,997,16.8,0,2.1,600
40,40,NA,22,221,32.9,997,16.3,0,1.9,700
41,41,NA,25,209,33.2,997,16.5,0,1.3,NA
46,66,2,28,NA,31.1,997.3,19.1,0,2.1,NA
39,58,2,NA,NA,30.1,998,20.6,0,2.5,600
79,79,2,NA,124,29.3,998.4,21,0,1.7,NA
90,90,2,41,NA,28,999.1,22,0,1.1,NA
112,112,2,NA,NA,26.9,999.2,22.3,0,0.5,1300
137,137,2,NA,102,27.9,999.6,15.9,0,3.2,1300
29,29,2,22,83,27.2,1000,12,0,2.5,400
9,9,2,23,73,26.8,1000,12.4,0,2.4,300
13,13,2,30,60,25.9,1000,12.7,0,1,300
6,6,2,42,50,25.4,1000.1,12.9,0,1.1,400
10,10,2,38,50,23.9,999.7,12.8,0,1.4,400
6,14,2,30,52,23.4,999.6,13.6,0,1.4,400
12,19,2,33,48,24.1,1000.4,13.9,0,1.5,400
13,20,2,37,40,24.6,1000.9,13.5,0,2.6,400
12,14,2,27,50,26.5,1001.2,13.3,0,2.2,400
18,21,2,19,62,27.6,1001,11.6,0,3.1,300
9,28,2,12,81,28.7,1000.5,11.7,0,3.2,300
8,34,2,11,96,29.9,1000.2,13.2,0,2.9,300
3,14,2,7,111,30.4,999.8,12.8,0,2.7,300
9,11,2,6,129,30.8,999.3,13.6,0,2,300
13,13,2,5,135,31.5,998.9,12.3,0,2.1,300
10,13,2,7,138,31.2,998.4,10.5,0,2.1,300
10,10,2,6,140,32,997.9,10.1,0,1.6,300
8,8,2,8,140,32,997.5,10.1,0,1.2,300
13,70,2,24,165,31.4,997.6,13.6,0,1.6,500
26,59,2,28,169,30,998.1,16.8,0,2.2,600
34,55,2,29,174,28.8,998.6,17,0,3,600
28,44,2,41,147,28.2,999.2,15.5,0,2.7,600
23,41,2,40,128,27.6,999.7,15.3,0,2.3,500
25,43,2,50,95,26.8,999.8,15.5,0,1.8,600
24,43,2,54,73,25.3,999.7,16.2,0,1.1,600
28,59,2,67,45,24.9,999.8,17.1,0,1.6,600
33,67,2,73,27,23.7,999.8,17.9,0,1.1,700
39,64,2,66,23,22.5,1000.2,18.3,0,1.1,700
46,61,2,63,19,22.7,1000.4,18.2,0,1.2,700
45,54,2,66,11,21.2,1000.8,18.6,0,0.8,700
53,81,2,75,5,22.1,1001.1,19.5,0,1.4,900
104,118,2,73,15,23.5,1001.5,19.4,0,1.5,1100
116,118,3,65,41,24.9,1001.9,19.7,0,1.7,1100
112,112,4,44,78,26.7,1001.9,18,0,1.3,1000
88,88,4,32,119,28.4,1001.8,17.3,0,1.4,900
74,74,4,29,159,30.1,1001.3,17.2,0,1.3,800
83,83,4,43,189,31.5,1000.7,17.4,0,1.8,900
60,60,3,34,206,32.7,1000.3,16.9,0,3.4,700
39,39,2,13,198,33.5,999.8,15,0,2.5,500
20,20,2,10,182,33.7,999.6,14.7,0,3.3,400
15,15,2,10,177,33.8,999.4,13.3,0,3.2,400
23,35,3,14,183,33.1,999.2,13.7,0,3.7,500
26,31,4,16,185,32.8,999.2,13.9,0,2.8,500
26,26,3,22,172,31.9,999.5,13.2,0,2.9,500
21,40,2,38,159,31,1000.2,13.7,0,1.8,600
38,75,3,41,161,30,1000.9,15.3,0,1.6,800
41,57,3,42,147,29.4,1001.3,14.4,0,1.6,900
46,55,4,46,130,27.5,1001.3,15.5,0,0.8,800
51,76,5,44,126,27.7,1001.7,16.3,0,1.4,900
65,101,12,42,94,27.4,1001.8,17.6,0,1.9,1400
63,85,10,42,74,26.9,1001.7,17.9,0,1.7,1100
73,83,9,48,67,26.7,1001.6,17.7,0,1.5,1000
79,79,8,49,58,25.9,1001.7,17.8,0,1.1,1000
70,74,7,49,56,23.8,1001.8,18.2,0,1.1,800
70,76,8,55,49,24.4,1002.1,18.8,0,1.2,900
80,104,11,77,30,25.3,1002.4,19.2,0,1.3,1000
104,111,18,67,48,27.1,1002.4,20,0,1.4,1300
93,110,24,58,76,28.6,1002.7,18.7,0,1.8,1200
86,86,27,37,121,29.8,1003.1,17.9,0,2,1200
81,82,28,31,161,31.2,1002.7,18.5,0,1.6,1100
80,86,21,25,193,30.9,1002.4,18.3,0,2.1,1000
80,80,16,18,211,32,1001.7,17.5,0,2.4,800
71,71,11,15,227,32,1001.1,18.2,0,1.8,700
68,70,7,21,218,31.6,1000.8,18.2,0,2.3,700
71,71,7,23,232,32,1000.3,17.5,0,2.6,800
81,93,7,33,255,30.3,1000.6,18.7,0,2.5,1000
86,86,7,36,221,29.7,1001.1,19.1,0,2.4,1000
93,93,7,35,206,29.4,1001.4,19.4,0,2.6,900
85,95,8,32,197,28.9,1001.7,20.1,0,1.8,900
101,116,8,38,166,28.5,1002.7,20.8,0,1.5,1100
130,130,10,35,158,28.2,1003.2,20.2,0,1.8,1200
153,153,11,36,137,27.4,1003.1,20.5,0,2.1,1300
174,174,9,34,119,26.7,1002.1,21,0,1.5,1300
175,175,6,47,89,25.3,1001.8,21,0,1.1,1300
170,170,4,54,63,25.2,1001.7,21.5,0,1.3,1300
236,236,4,44,74,25,1002.4,22.3,0,1.6,1500
273,273,4,32,85,24.8,1002.2,22.1,0,1.3,1500
257,257,3,32,66,24.3,1003,22.6,0,1.6,1400
230,230,3,32,57,24.4,1003.6,22.7,0,1.4,1300
198,198,3,30,59,24.9,1004.1,22,0,1.7,1100
179,179,5,35,55,25.5,1004.4,20.7,0,1.9,1300
152,152,10,41,65,27,1004.5,20.3,0,1.1,1500
133,133,15,43,94,28.5,1004.4,20.2,0,1.9,1600
118,118,14,37,132,29.9,1004.3,20.5,0,1.6,1500
113,113,12,25,174,30.1,1004.1,20.1,0,2.5,1400
104,104,12,20,200,31,1003.4,20,0,1.7,1500
114,114,11,19,222,31.3,1002.9,20.6,0,3.2,1500
124,124,9,21,231,30.9,1002.8,19.6,0,3,1500
113,113,10,18,244,31.4,1002.2,19.7,0,2.4,1400
104,104,7,17,238,31.4,1002.2,19.4,0,2.3,1400
96,96,6,23,225,31,1002.6,19,0,2.2,1300
104,119,7,27,225,29.5,1003.1,20.4,0,3.5,1000
106,106,10,34,191,28.5,1003.9,19.2,0,3.1,1000
65,65,8,37,118,27.5,1004.8,17.4,0,2,900
53,53,7,45,78,26.9,1005.1,17.4,0,2,900
55,77,7,47,68,26.2,1005.1,18.6,0,3.2,800
76,93,6,41,68,25.6,1005.6,19.3,0,1.5,900
113,113,8,31,70,24.5,1005.8,20.4,0,1.5,1000
128,128,6,29,65,24.2,1005.8,19.7,0,1.5,1000
119,119,5,24,72,23.8,1006,19.9,0,1.4,1000
118,118,3,25,57,23.1,1006.1,19.9,0,1,1000
127,127,2,28,53,22.6,1006.4,19.9,0,1.1,1000
122,122,2,38,34,22.9,1006.9,20.4,0,0.8,1200
142,142,4,52,16,24,1007.3,20.1,0,1.2,1600
140,140,7,46,37,25.8,1007.5,18.5,0,0.7,1500
100,100,8,31,84,27.4,1007.6,17,0,1.6,1100
71,71,6,28,110,28.7,1007.6,14.1,0,0.9,900
65,65,5,29,129,29.6,1007.4,15.7,0,2.1,900
71,78,6,31,150,30.3,1007,16.7,0,2.3,1000
82,87,5,26,202,31,1006.4,16.2,0,2.3,900
79,79,5,20,226,32,1005.7,16.7,0,1.9,800
73,73,4,18,228,31.7,1005.3,17.2,0,1.9,800
75,80,4,21,245,32.1,1004.9,17.2,0,2.2,900
74,81,4,23,253,31.9,1004.5,17.8,0,2.6,900
74,80,4,25,246,31.2,1004.7,17.9,0,2.7,1000
82,87,5,29,246,30.5,1005.2,17.9,0,2.3,1400
91,92,5,36,239,29.7,1005.3,18.2,0,2.6,1200
93,106,6,37,229,29.2,1006.1,18,0,1.9,1100
107,108,8,35,216,28.7,1006.6,18.5,0,1.8,1200
111,111,10,40,200,28.3,1006.7,18.1,0,2.2,1400
101,101,10,40,164,27.4,1006.9,17.3,0,2.3,1200
74,74,10,39,121,26.7,1007.5,16,0,2.7,1100
54,54,8,40,91,26.2,1007.8,15.6,0,2.2,900
33,37,7,33,88,25.7,1007.7,15.7,0,1.2,800
45,53,6,43,69,24.4,1007.6,16.4,0,0.8,800
48,53,6,42,66,23.2,1007.7,17,0,0.7,800
46,63,5,42,65,23.1,1008,18,0,1,800
58,91,6,60,38,25.5,1008.6,17.4,0,1.1,900
67,120,9,109,9,27.8,1009,18.2,0,0.9,1200
74,128,11,104,34,28.6,1008.8,17.8,0,1.1,1200
84,132,10,92,75,30,1008.6,18.4,0,1.2,1200
91,106,8,68,139,31.6,1008.2,18.2,0,1.3,1100
85,85,6,25,221,32,1007.7,17.1,0,2.1,900
80,80,4,18,238,33.4,1007.2,15.9,0,1.9,800
74,74,4,18,238,33.5,1006.7,15.9,0,2.8,700
64,64,3,15,218,33.9,1006.6,15.4,0,3,700
48,56,3,16,212,33.7,1006.3,15.2,0,2.5,600
46,58,3,16,219,33.5,1005.7,15.9,0,2.3,700
41,56,3,22,219,32.8,1005.7,15.3,0,2,800
46,64,3,25,224,32,1005.7,15.9,0,2,800
53,68,3,31,217,31.1,1005.9,15.5,0,1.3,900
63,108,4,40,199,30,1006.6,17.1,0,1.4,1100
78,118,6,42,181,29,1006.8,18.5,0,2.1,1300
84,148,7,49,146,28.3,1007.1,19,0,2.2,1500
87,87,8,34,156,28,1007.3,17.8,0,1.8,1500
79,93,11,25,145,27.4,1007.5,17.3,0,2,1800
93,99,16,28,123,27,1007.3,18,0,1.8,2000
94,96,14,31,111,25.6,1007.3,18.3,0,1.7,1600
106,106,14,35,79,24.3,1007.4,19.1,0,1.3,1700
128,130,10,54,54,23.5,1007.9,20.4,0,1.6,1900
145,158,5,68,21,23.9,1008.2,20.6,0,1.6,1500
117,117,7,34,50,25,1008.4,20.9,0,1.9,1200
108,108,11,39,55,26.4,1008.4,20.9,0,1.8,1200
115,115,15,39,78,27.8,1008.3,20.9,0,1,1400
118,118,17,40,106,28.4,1008.1,20.4,0,1.6,1600
123,123,19,34,159,30.1,1008,20.4,0,1.5,1700
133,133,17,27,218,31.6,1007.2,18.9,0,2,1500
128,128,12,19,253,32.6,1006.2,17.6,0,2.4,1200
125,125,8,15,251,33.4,1005.7,17.6,0,2.2,1000
121,121,7,16,254,33.2,1005.4,17.4,0,2.4,900
120,127,5,17,262,34,1005,18.1,0,1.4,900
126,126,5,18,267,33.3,1004.7,18.3,0,2.8,900
124,124,5,22,257,32.7,1004.3,18.9,0,2.1,1000
133,165,6,26,257,31.2,1004.7,20.5,0,2.8,1100
114,114,10,31,233,30.3,1004.9,19.7,0,2.9,1100
93,93,11,35,188,29.6,1005.5,18.7,0,2.5,1100
85,98,13,41,147,29.1,1005.6,18.5,0,2.6,1000
79,101,11,44,119,28.5,1005.9,19.2,0,1.9,1000
71,91,9,52,85,27.4,1005.8,19.7,0,1.8,1100
63,102,9,56,54,26,1005.9,20.6,0,1.9,1000
58,77,7,64,23,24.9,1005.8,20.8,0,2.1,900
59,59,5,35,40,24.6,1005.8,20.9,0,2.2,800
63,63,5,32,35,24.1,1005.7,20.8,0,2.8,900
63,63,4,25,40,24.1,1005.6,21,0,2,900
59,59,5,29,38,24.4,1006.1,21.1,0,1.2,1100
67,67,6,39,26,24.9,1006.1,21.4,0,1.7,1300
76,76,8,38,33,25.3,1006.4,21.4,0,1,1400
82,82,11,41,36,26.5,1005.9,21.5,0,1.7,1500
84,84,14,44,50,27.3,1005.6,21.6,0,1.9,1800
103,105,15,47,64,28,1005.3,22,0,1.4,2000
108,115,15,45,90,29.8,1004.6,22,0,2.1,2000
120,129,15,42,136,30.5,1003.9,22.4,0,2.9,2100
135,135,11,31,198,31.7,1003.2,22.1,0,1.8,2000
132,132,10,26,224,32.2,1002.4,21.7,0,1.6,1900
115,115,7,19,225,32.7,1001.8,20.9,0,2.6,1300
112,112,6,18,228,32.7,1001.2,20.6,0,2.1,1200
100,100,5,21,215,32.5,1001,19.7,0,2.4,1000
95,114,4,27,210,31.8,1001.3,21,0,2,1100
106,157,3,31,213,30.7,1001.7,23.4,0,1.9,1100
107,113,3,33,172,30,1002,22.7,0,2.1,900
50,50,5,34,118,29.3,1002.3,21.8,0,1.8,600
40,40,5,38,78,28.7,1002.2,21.5,0,1.8,600
39,41,4,44,53,27.8,1002.4,21.8,0,1.7,600
41,53,4,54,29,27.3,1002.4,22,0,1.4,800
56,59,6,54,22,26.5,1002.2,22.1,0,1.2,700
67,67,5,50,20,25.9,1002.2,22.2,0,1,700
70,70,4,38,34,25.4,1002.1,22.3,0,1,700
59,59,3,54,13,25.2,1002.2,22.9,0,1.4,600
64,64,2,44,9,25.4,1002.4,23.1,0,1.1,800
72,72,3,36,17,26.1,1002.7,23.2,0,1.2,700
79,79,4,34,24,27.3,1002.6,23.3,0,1.3,800
83,83,5,41,33,27.9,1002.7,23.3,0,1.8,900
98,98,7,38,59,30.2,1002.5,23.4,0,0.9,1000
97,97,8,29,128,31.7,1001.8,23.3,0,1.4,1000
105,105,8,36,168,32.8,1000.9,22.6,0,2.2,1200
124,124,7,32,201,34,1000,22.8,0,2.8,1100
116,116,5,22,234,34.7,999.1,21.7,0,2.8,900
80,80,2,13,210,35.4,998.5,22,0,2.4,700
76,76,2,14,213,35.5,998.2,21.7,0,3.4,700
69,69,2,16,211,34.7,998,21.7,0,3.3,800
75,75,2,15,202,34.4,998.2,21.1,0,2.9,800
71,71,2,23,182,33.7,998.4,20.8,0,3.3,800
77,77,2,26,174,32.8,998.4,22,0,1.7,800
79,97,2,34,155,32.2,998.9,21.7,0,1.5,900
101,123,2,39,139,31.5,999.1,22.5,0,2.6,900
91,108,2,37,111,30.7,999.3,22.6,0,2.3,900
73,73,2,29,96,30.1,999.4,22.5,0,1.4,700
75,75,2,26,86,29.1,999.4,22.6,0,1.4,700
84,84,2,28,74,28.5,999.2,22.5,0,1.6,800
101,101,2,36,59,28,999.1,22.7,0,1.1,800
113,113,2,32,58,26.8,999.2,22.6,0,0.8,800
127,127,2,35,48,26.2,999.3,23.1,0,0.9,900
124,124,2,37,43,27.1,999.5,23.6,0,0.7,900
135,135,2,40,42,28.4,999.7,23.5,0,0.9,1000
134,134,3,44,52,29.9,999.9,23.6,0,0.9,1000
139,139,4,47,76,30.6,999.9,23.5,0,1,1000
141,141,4,46,115,32,999.4,23.3,0,1.5,1100
127,127,5,41,161,33.5,998.9,21.6,0,1.9,1000
75,75,5,21,189,34.6,998.3,19.8,0,2.8,700
59,59,4,14,185,35.3,997.6,20,0,3,700
46,46,3,11,176,35.8,996.9,19.7,0,2.9,600
33,33,4,10,169,35.9,996.3,20.2,0,3.4,500
47,47,3,12,195,35.6,996.1,20.7,0,3.9,700
50,50,4,15,202,35.7,995.9,20.4,0,2.8,800
54,54,4,15,202,34.9,995.8,19.7,0,2.9,800
48,48,4,19,182,34.1,996.2,18.6,0,2.6,800
45,56,4,25,163,33.5,996.7,19.2,0,2.3,800
37,66,3,37,130,33.1,997.4,19.6,0,3.4,700
53,82,2,36,117,32.3,997.8,20.9,0,3.1,700
48,53,2,32,106,31.9,997.9,21.1,0,2.9,600
39,51,2,24,105,31.2,997.6,21.4,0,2.1,500
46,53,4,23,95,30.3,997.3,21.4,0,2.5,600
69,69,7,26,83,29.8,997,21.5,0,2.7,600
69,73,4,30,76,29.1,996.9,21.3,0,2.2,600
80,80,4,31,66,28.8,996.8,21.3,0,1.8,600
84,84,6,29,66,28.5,996.7,21.5,0,1.6,600
87,87,8,33,59,28.4,996.7,21.7,0,1,700
98,98,10,47,49,28.8,996.6,21.8,0,2,800
104,117,10,59,43,29.8,996.9,22,0,1.2,900
111,114,13,58,60,31.5,996.9,21.7,0,2.4,900
116,116,13,38,102,31.9,996.3,21.4,0,3.5,900
102,102,10,18,135,32.6,996.3,21.5,0,3.4,800
89,89,10,16,151,33.4,995.9,20.5,0,4.9,800
97,97,10,14,177,34.7,995.2,21,0,3.4,800
78,78,9,13,175,34.8,994.4,20.7,0,2.8,700
99,99,8,14,205,35.3,993.7,21.6,0,3.9,700
92,92,6,14,200,35.5,993.3,20.2,0,4.1,700
70,73,4,15,191,35,993.2,20.6,0,3.2,600
